customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureBucket,FamilyIndicator,SupportBundle,StreamingBundle,Treatment_Prob,Treatment,TreatmentEffect,BaseProb,TreatedProb,Y0,Y1,Outcome,uplift_pred,segment
4298-OYIFC,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,1539.8,0,1-2 Years,1,2,2,0.5,0,0.32,0.5,0.18,1,1,1,0.2546380841347614,Persuadable
5566-SOEZD,Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),80.65,2209.75,0,2-4 Years,1,2,0,0.5,0,0.22,0.3,0.0799999999999999,0,1,0,0.19817599917872872,Sleeping Dogs
9842-EFSYY,Female,0,No,Yes,4,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,57.2,223.75,0,0-1 Year,1,3,2,0.5,0,0.2,0.35,0.1499999999999999,1,1,1,0.17607470366476313,Sleeping Dogs
2272-WUSPA,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.75,7751.7,0,4-6 Years,1,3,2,0.5,0,0.22,0.1999999999999999,0.01,1,1,1,0.2845593901870057,Persuadable
4584-LBNMK,Male,1,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.7,1174.35,0,2-4 Years,1,0,0,0.5,0,0.25,0.15,0.01,1,1,1,0.12141603811110199,Sleeping Dogs
3898-GUYTS,Female,1,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,97.05,4385.05,0,2-4 Years,0,3,1,0.7,0,0.37,0.5000000000000001,0.1300000000000001,0,1,0,0.2814474284528278,Persuadable
0930-EHUZA,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,76.35,2606.35,0,2-4 Years,0,4,1,0.3,0,0.1,0.15,0.0499999999999999,1,1,1,0.09460340893308189,Sleeping Dogs
6413-XKKPU,Male,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,1539.45,1,1-2 Years,1,2,1,0.5,1,0.32,0.5,0.18,0,1,1,0.27376881292846267,Persuadable
9975-SKRNR,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.9,18.9,0,0-1 Year,0,0,0,0.5,1,0.2,0.35,0.1499999999999999,0,1,1,0.18484250724983564,Sleeping Dogs
3703-KBKZP,Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.45,1261.35,0,1-2 Years,0,0,0,0.5,1,0.35,0.45,0.1,1,1,1,0.24808773832480743,Persuadable
1449-XQEMT,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.8,58.15,1,0-1 Year,0,0,0,0.5,1,0.2,0.35,0.1499999999999999,0,1,1,0.18506958255802902,Sleeping Dogs
2626-URJFX,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.9,225.6,1,0-1 Year,1,0,0,0.5,0,0.2,0.35,0.1499999999999999,0,1,0,0.23844280704317652,Persuadable
4973-MGTON,Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,5969.3,0,4-6 Years,1,4,2,0.5,0,0.22,0.1999999999999999,0.01,1,1,1,0.1530505380346418,Sleeping Dogs
3682-YEUWS,Male,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.4,253.9,0,0-1 Year,1,0,0,0.5,0,0.2,0.35,0.1499999999999999,1,1,1,0.1979282796345186,Sleeping Dogs
1223-UNPKS,Male,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,400.0,0,1-2 Years,1,0,0,0.3,0,0.2,0.15,0.01,1,1,1,0.15340619692296042,Sleeping Dogs
2612-RRIDN,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,340.85,1,0-1 Year,0,0,1,0.7,0,0.32,0.5,0.18,1,1,1,0.27790538340866444,Persuadable
4735-ASGMA,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,1,2-4 Years,0,1,2,0.5,1,0.22,0.5,0.28,0,1,1,0.21156702649292336,Persuadable
3446-QDSZF,Female,0,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),55.5,227.35,0,0-1 Year,0,0,1,0.5,0,0.2,0.35,0.1499999999999999,1,1,1,0.17791471368040035,Sleeping Dogs
3669-LVWZB,Male,0,No,No,5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,51.0,305.95,1,0-1 Year,0,1,2,0.5,1,0.2,0.35,0.1499999999999999,0,1,1,0.15211014380361748,Sleeping Dogs
6892-EZDTG,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,365.4,1,0-1 Year,1,1,1,0.7,0,0.32,0.5,0.18,1,0,1,0.3201106624145922,Persuadable
5117-IFGPS,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.3,2357.75,0,2-4 Years,1,0,1,0.7,1,0.37,0.6000000000000001,0.2300000000000001,0,1,1,0.2487603924001853,Persuadable
7379-FNIUJ,Male,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.2,198.5,0,0-1 Year,0,2,2,0.7,1,0.32,0.5,0.18,1,1,1,0.3019275540144729,Persuadable
1627-AFWVJ,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,554.25,0,2-4 Years,0,0,0,0.3,0,0.1,0.15,0.0499999999999999,1,1,1,0.11606894059007246,Sleeping Dogs
9725-SCPZG,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.85,90.85,1,0-1 Year,1,0,2,0.7,1,0.32,0.5,0.18,0,1,1,0.23423640093974493,Persuadable
5884-GCYMI,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.4,69.4,1,0-1 Year,0,0,0,0.5,0,0.2,0.35,0.1499999999999999,0,1,0,0.20208260082663465,Persuadable
3217-FZDMN,Female,1,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.45,742.95,1,0-1 Year,0,1,2,0.8999999999999999,1,0.47,0.6000000000000001,0.1300000000000001,1,1,1,0.30000432400974847,Persuadable
4486-EFAEB,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.4,251.65,0,1-2 Years,0,0,0,0.3,1,0.2,0.35,0.1499999999999999,1,1,1,0.23797450712333656,Persuadable
0060-FUALY,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.75,5597.65,0,4-6 Years,1,2,1,0.5,1,0.22,0.4,0.18,1,1,1,0.2129676713193323,Persuadable
7853-GVUDZ,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,20.15,1,0-1 Year,1,0,0,0.5,1,0.2,0.35,0.1499999999999999,1,0,0,0.19628147697711634,Sleeping Dogs
7480-QNVZJ,Male,1,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4816.7,1,4-6 Years,0,0,2,0.7,1,0.37,0.5000000000000001,0.1300000000000001,1,1,1,0.21421738881372362,Persuadable
6954-OOYZZ,Male,0,Yes,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,768.05,0,1-2 Years,1,0,0,0.3,1,0.2,0.35,0.1499999999999999,1,1,1,0.20237683332641626,Persuadable
7088-FBAWU,Female,0,Yes,Yes,17,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,74.55,1215.8,0,1-2 Years,1,2,2,0.3,0,0.2,0.35,0.1499999999999999,1,1,1,0.17472885241315633,Sleeping Dogs
8313-AFGBW,Male,0,Yes,No,47,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,73.6,3522.65,0,2-4 Years,1,2,2,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.11876401230490044,Sleeping Dogs
3943-KDREE,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,1,2-4 Years,0,0,0,0.3,0,0.1,0.35,0.2499999999999999,1,0,1,0.1689551049921006,Sleeping Dogs
9239-ZBZZV,Female,0,No,No,6,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.95,305.1,1,0-1 Year,0,1,2,0.5,1,0.2,0.35,0.1499999999999999,0,1,1,0.1930624712029399,Sleeping Dogs
3097-IDVPU,Male,0,Yes,Yes,19,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),50.1,910.45,0,1-2 Years,1,0,0,0.3,0,0.2,0.35,0.1499999999999999,1,1,1,0.1780927877193087,Sleeping Dogs
4398-HSCJH,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.6,155.65,1,0-1 Year,0,1,1,0.5,1,0.2,0.35,0.1499999999999999,1,1,1,0.2399369129682078,Persuadable
2197-OMWGI,Female,1,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,53.0,3656.25,0,4-6 Years,1,2,2,0.5,0,0.25,0.15,0.01,1,1,1,0.1233388622619631,Sleeping Dogs
2303-PJYHN,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.85,52.0,0,0-1 Year,1,0,0,0.5,0,0.2,0.35,0.1499999999999999,0,1,0,0.20101724905295454,Persuadable
9795-VOWON,Male,0,No,No,7,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),24.35,150.85,0,0-1 Year,0,0,0,0.5,0,0.2,0.15,0.01,1,1,1,0.19838957173353627,Sleeping Dogs
1237-WIYYZ,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,389.25,0,1-2 Years,0,0,0,0.3,1,0.2,0.35,0.1499999999999999,1,1,1,0.19429464799140383,Sleeping Dogs
1987-AUELQ,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1873.7,0,4-6 Years,1,0,0,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.052037105193273085,Sleeping Dogs
7852-LECYP,Male,1,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),93.8,1261.0,0,1-2 Years,1,2,1,0.7,1,0.47,0.6000000000000001,0.1300000000000001,0,0,0,0.3157100773851435,Persuadable
4430-UZIPO,Male,0,No,No,3,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.85,108.7,1,0-1 Year,0,2,0,0.5,1,0.2,0.35,0.1499999999999999,1,1,1,0.16315488914835255,Sleeping Dogs
4822-LPTYJ,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),103.75,7346.2,0,4-6 Years,1,2,2,0.5,1,0.22,0.1999999999999999,0.01,1,1,1,0.2069578811769029,Persuadable
8165-CBKXO,Male,0,Yes,Yes,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),56.75,3708.4,0,4-6 Years,1,2,2,0.3,1,0.1,0.0499999999999999,0.01,1,1,1,0.0408711505924724,Sleeping Dogs
6527-PZFPV,Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.8,469.65,0,1-2 Years,1,0,0,0.3,1,0.1,0.15,0.0499999999999999,1,1,1,0.13716341739679125,Sleeping Dogs
4855-SNKMY,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.1,44.1,1,0-1 Year,0,0,0,0.5,1,0.2,0.35,0.1499999999999999,0,1,1,0.2226201700176327,Persuadable
9593-CVZKR,Female,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.45,1385.85,0,4-6 Years,1,0,0,0.3,1,0.1,0.0499999999999999,0.01,1,1,1,0.053360260515277314,Sleeping Dogs
8595-SIZNC,Female,1,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.6,548.8,0,1-2 Years,1,0,0,0.5,0,0.35,0.25,0.01,1,1,1,0.1778436540144402,Sleeping Dogs
8008-HAWED,Male,0,No,No,14,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,712.75,1,1-2 Years,0,1,2,0.3,1,0.2,0.35,0.1499999999999999,0,1,1,0.22362929463509917,Persuadable
7124-UGSUR,Female,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0,1,4-6 Years,1,2,2,0.7,1,0.37,0.3,0.01,0,1,1,0.1859586348475487,Sleeping Dogs
1862-SKORY,Female,1,Yes,No,40,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,1637.4,1,2-4 Years,1,1,1,0.5,0,0.25,0.35,0.0999999999999999,1,1,1,0.15300301599374008,Sleeping Dogs
5236-XMZJY,Female,0,No,No,42,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.65,2536.55,0,2-4 Years,0,3,0,0.3,1,0.1,0.2499999999999999,0.1499999999999999,1,1,1,0.11172907322397345,Sleeping Dogs
4827-DPADN,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.3,6042.7,0,4-6 Years,1,3,2,0.5,0,0.22,0.1999999999999999,0.01,1,1,1,0.16042042705956613,Sleeping Dogs
2694-CIUMO,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.55,958.25,0,0-1 Year,0,1,0,0.3,0,0.2,0.35,0.1499999999999999,1,1,1,0.20718503175595274,Persuadable
5846-ABOBJ,Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1730.65,0,4-6 Years,1,0,0,0.3,1,0.1,0.0499999999999999,0.01,1,1,1,0.05847253471017089,Sleeping Dogs
1439-LCGVL,Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.2,459.6,0,2-4 Years,1,0,0,0.3,0,0.1,0.15,0.0499999999999999,0,1,0,0.16734800152284734,Sleeping Dogs
0909-SDHNU,Female,0,No,Yes,7,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.8,201.95,0,0-1 Year,1,1,0,0.5,0,0.2,0.35,0.1499999999999999,0,1,0,0.1975593199609868,Sleeping Dogs
4647-XXZAM,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.5,285.2,0,0-1 Year,1,0,0,0.5,0,0.2,0.35,0.1499999999999999,0,1,0,0.19605133473984446,Sleeping Dogs
1502-XFCVR,Female,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.45,6145.85,1,4-6 Years,0,3,2,0.5,1,0.22,0.1999999999999999,0.01,1,1,1,0.22569785073107143,Persuadable
7740-KKCXF,Male,0,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.05,1529.45,0,4-6 Years,1,1,0,0.3,0,0.1,0.2499999999999999,0.1499999999999999,1,1,1,0.08669711985490325,Sleeping Dogs
5360-XGYAZ,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.65,4664.5,0,4-6 Years,1,4,2,0.3,1,0.1,0.0499999999999999,0.01,1,1,1,0.0519768459440299,Sleeping Dogs
9692-TUSXH,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,1,1-2 Years,0,1,2,0.5,0,0.32,0.5,0.18,1,1,1,0.2669721719796313,Persuadable
7912-SYRQT,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,1,0-1 Year,0,0,0,0.5,0,0.2,0.35,0.1499999999999999,0,1,0,0.21671423370991366,Persuadable
3557-HTYWR,Female,0,No,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,74.05,3496.3,0,2-4 Years,0,3,1,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.07645873317187438,Sleeping Dogs
4816-JBHOV,Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.7,93.7,1,0-1 Year,0,0,0,0.7,0,0.35,0.45,0.1,1,1,1,0.2823159291646731,Persuadable
8920-NAVAY,Male,1,No,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.75,7053.35,0,4-6 Years,0,3,2,0.7,1,0.37,0.3,0.01,1,1,1,0.20516732519237812,Persuadable
1699-TLDLZ,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,301.55,0,1-2 Years,1,0,0,0.3,0,0.2,0.15,0.01,1,1,1,0.1535618351569871,Sleeping Dogs
5600-PDUJF,Male,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.5,312.7,0,0-1 Year,0,1,0,0.5,0,0.2,0.35,0.1499999999999999,0,1,0,0.199111795292855,Sleeping Dogs
8292-TYSPY,Male,0,No,No,19,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.0,1046.5,1,1-2 Years,0,2,0,0.3,0,0.2,0.35,0.1499999999999999,1,1,1,0.18237318043652162,Sleeping Dogs
0567-XRHCU,Female,0,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.95,2960.1,0,4-6 Years,1,2,1,0.3,1,0.1,0.0499999999999999,0.01,0,1,1,0.05063743007102953,Sleeping Dogs
1867-BDVFH,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,834.2,1,0-1 Year,1,0,0,0.5,0,0.2,0.35,0.1499999999999999,0,1,0,0.2726721908451136,Persuadable
2067-QYTCF,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.15,6953.4,0,4-6 Years,1,3,2,0.5,1,0.22,0.4,0.18,0,1,1,0.2646460751866948,Persuadable
2359-QWQUL,Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.7,4134.85,1,2-4 Years,1,3,2,0.5,0,0.22,0.1999999999999999,0.01,1,1,1,0.16375500800795018,Sleeping Dogs
9103-TCIHJ,Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.7,899.8,1,1-2 Years,0,1,0,0.3,0,0.2,0.35,0.1499999999999999,1,1,1,0.1936234800755705,Sleeping Dogs
7407-SUJIZ,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,541.5,0,2-4 Years,0,0,0,0.3,0,0.1,0.35,0.2499999999999999,1,1,1,0.1259798384594336,Sleeping Dogs
9150-KPBJQ,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,116.85,0,0-1 Year,0,0,0,0.5,1,0.2,0.15,0.01,1,1,1,0.14525815761011457,Sleeping Dogs
0052-DCKON,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),115.8,7942.15,0,4-6 Years,1,4,2,0.5,0,0.22,0.1999999999999999,0.01,1,1,1,0.15799508181980684,Sleeping Dogs
3654-ARMGP,Female,0,No,No,61,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.65,5321.25,0,4-6 Years,0,3,2,0.5,1,0.22,0.1999999999999999,0.01,1,1,1,0.15906746359450533,Sleeping Dogs
9699-UBQFS,Female,1,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.5,4156.8,0,2-4 Years,1,2,1,0.7,1,0.37,0.5000000000000001,0.1300000000000001,0,1,1,0.27297393485661786,Persuadable
9367-TCUYN,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,223.6,0,0-1 Year,0,0,0,0.3,0,0.2,0.35,0.1499999999999999,1,0,1,0.18258178192446523,Sleeping Dogs
1261-FWTTE,Male,1,No,No,23,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.65,768.45,0,1-2 Years,0,0,1,0.5,1,0.35,0.45,0.1,0,1,1,0.20833552159245589,Persuadable
3528-HFRIQ,Male,1,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.3,3765.05,0,4-6 Years,1,2,2,0.5,0,0.25,0.35,0.0999999999999999,0,1,0,0.13493735067551707,Sleeping Dogs
0708-SJDIS,Female,0,No,No,34,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,65.0,2157.5,0,2-4 Years,0,1,1,0.3,0,0.1,0.35,0.2499999999999999,1,1,1,0.11575247678787559,Sleeping Dogs
4140-WJAWW,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.85,108.05,1,0-1 Year,0,0,0,0.5,0,0.2,0.35,0.1499999999999999,0,0,0,0.17982078355032177,Sleeping Dogs
2073-QBVBI,Female,0,Yes,No,41,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,35.45,1391.65,0,2-4 Years,1,2,0,0.3,1,0.1,0.0499999999999999,0.01,1,1,1,0.07424846887593053,Sleeping Dogs
6928-ONTRW,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1379.8,0,4-6 Years,1,0,0,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.052932652642009234,Sleeping Dogs
3320-VEOYC,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,1273.3,0,1-2 Years,0,0,2,0.7,1,0.47,0.6000000000000001,0.1300000000000001,1,1,1,0.2766897275894884,Persuadable
5231-FIQPA,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,810.45,0,2-4 Years,0,0,0,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.07861872868530179,Sleeping Dogs
6617-WLBQC,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),81.85,1810.85,0,1-2 Years,1,1,0,0.5,0,0.32,0.3,0.01,1,1,1,0.1783476704961831,Sleeping Dogs
2599-CIPQE,Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.3,7782.85,0,4-6 Years,1,4,2,0.5,0,0.22,0.1999999999999999,0.01,1,1,1,0.21590782665971187,Persuadable
6653-CBBOM,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,1,0-1 Year,0,0,0,0.5,1,0.2,0.35,0.1499999999999999,1,1,1,0.25278270974432826,Persuadable
8774-GSBUN,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1797.1,0,4-6 Years,1,0,0,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.05701079140741569,Sleeping Dogs
7326-RIGQZ,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,377.85,0,0-1 Year,1,0,0,0.5,0,0.2,0.35,0.1499999999999999,1,1,1,0.2526631844833729,Persuadable
1401-FTHFQ,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.0,445.3,0,1-2 Years,1,0,0,0.3,0,0.2,0.15,0.01,1,1,1,0.1555190920833404,Sleeping Dogs
3247-ZVOUO,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.55,851.75,1,0-1 Year,1,0,1,0.8999999999999999,1,0.47,0.6000000000000001,0.1300000000000001,1,0,0,0.2836649412659322,Persuadable
0254-FNMCI,Female,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.9,7624.2,0,4-6 Years,0,4,2,0.5,1,0.22,0.1999999999999999,0.01,1,1,1,0.3004441659448715,Persuadable
